location,bedrooms,bathrooms,price,site
Kilimani,3,3,110000,Property24
Lavington,3,3,110000,Property24
Kilimani,3,3,120000,Property24
Garden Estate,2,2,89000,Property24
Kilimani,2,2,200000,Property24
Ngong Rd,1,1,23500,Property24
Kileleshwa,2,2,75000,Property24
Kileleshwa,3,3,135000,Property24
Lavington,3,3,100000,Property24
Loresho,1,1,25000,Property24
Kileleshwa,2,2,75000,Property24
Westlands,3,3,150000,Property24
Kilimani,2,2,75000,Property24
Kilimani,3,3,180000,Property24
Karen,2,1,50000,Property24
Kileleshwa,2,2,170000,Property24
Kilimani,2,2,60000,Property24
Kileleshwa,3,3,70000,Property24
Kilimani,2,2,65000,Property24
Kilimani,2,2,120000,Property24
Kileleshwa,3,2,95000,Property24
Kileleshwa,1,1,140000,Property24
Kilimani,3,3,85000,Property24
Ngong Rd,2,2,28000,Property24
Westlands,3,3,250000,Property24
Kileleshwa,2,1,80000,Property24
Kileleshwa,2,1,18500,Property24
Westlands,101,110,33000000,Property24
Westlands,3,4,170000,Property24
Kilimani,2,2,70000,Property24
Kilimani,3,3,140000,Property24
Kilimani,2,3,90000,Property24
Westlands,2,2,160000,Property24
Kileleshwa,3,3,135000,Property24
Westlands,3,2,90000,Property24
Lavington,3,2,100000,Property24
Lavington,5,5,250000,Property24
Lavington,3,3,75000,Property24
Kileleshwa,3,3,110000,Property24
Kileleshwa,3,3,160000,Property24
Westlands,3,3,250000,Property24
Kilimani,2,2,65000,Property24
Kileleshwa,3,2,76500,Property24
Lavington,4,4,180000,Property24
Westlands,4,4,190000,Property24
Karen,2,3,50000,Property24
South C,1,1,30000,Property24
Riverside,4,4,200000,Property24
Westlands,2,2,100000,Property24
Kileleshwa,3,4,110000,Property24
Lavington,3,3,120000,Property24
Hurlingham,3,3,200000,Property24
Lavington,3,3,100000,Property24
Westlands,3,3,85000,Property24
Kileleshwa,2,2,65000,Property24
Kilimani,2,2,250000,Property24
Riverside,4,4,300000,Property24
Westlands,2,2,90000,Property24
Lavington,3,3,100000,Property24
Kilimani,2,2,65000,Property24
Westlands,3,3,250000,Property24
Westlands,4,3,90000,Property24
Kileleshwa,3,3,80000,Property24
Kitisuru,1,1,23000,Property24
Kileleshwa,2,3,110000,Property24
Kilimani,4,3,160000,Property24
Westlands,1,1,170000,Property24
Kileleshwa,3,4,150000,Property24
Kileleshwa,2,3,100000,Property24
Ruaka,2,2,35000,Property24
Ngong Rd,2,1,45000,Property24
South C,2,2,45000,Property24
Kilimani,4,4,150000,Property24
Lavington,3,4,70000,Property24
Langata,1,1,25000,Property24
Kileleshwa,3,3,90000,Property24
Riverside,1,1,140000,Property24
Kileleshwa,2,2,100000,Property24
Kileleshwa,2,3,75000,Property24
Mombasa Rd,3,3,70000,Property24
Spring Valley,2,2,280000,Property24
Lavington,2,2,90000,Property24
Lavington,4,3,180000,Property24
Westlands,4,4,400000,Property24
Lavington,3,2,80000,Property24
Westlands,4,3,150000,Property24
Kilimani,3,3,100000,Property24
Syokimau,3,3,44000,Property24
Lavington,2,2,180000,Property24
Lavington,3,3,75000,Property24
Kileleshwa,2,3,80000,Property24
Kilimani,2,3,80000,Property24
Lavington,3,2,65000,Property24
Kileleshwa,3,3,58000,Property24
Nairobi West,3,1,60000,Property24
Lavington,3,1,100000,Property24
Kileleshwa,3,3,120000,Property24
Riverside,3,3,200000,Property24
Kilimani,2,2,60000,Property24
Karen,4,4,160000,Property24
Lavington,4,5,220000,Property24
Kileleshwa,2,2,55000,Property24
Riverside,3,3,220000,Property24
Lavington,2,2,120000,Property24
Ngong Rd,2,1,25000,Property24
Kileleshwa,3,3,120000,Property24
Lavington,3,4,75000,Property24
Kilimani,2,3,70000,Property24
Ngong Rd,2,1,40000,Property24
Ngong Rd,2,1,45000,Property24
Westlands,4,4,130000,Property24
Kilimani,2,2,80000,Property24
Westlands,4,4,110000,Property24
Westlands,2,2,200000,Property24
Hurlingham,3,3,80000,Property24
Kileleshwa,3,3,100000,Property24
Lavington,2,2,60000,Property24
Kileleshwa,1,1,55000,Property24
Kilimani,1,1,150000,Property24
Lavington,3,3,75000,Property24
Riverside,4,4,170000,Property24
Lavington,2,2,80000,Property24
Lavington,2,2,70000,Property24
Westlands,2,2,90000,Property24
Kilimani,3,3,85000,Property24
Kilimani,3,2,90000,Property24
Riverside,4,3,95000,Property24
Karen,3,2,75000,Property24
Lavington,2,2,60000,Property24
Loresho,2,2,35000,Property24
Westlands,3,3,135000,Property24
Westlands,3,4,85000,Property24
Kilimani,1,1,50000,Property24
Lavington,4,5,150000,Property24
Ngong Rd,1,1,25000,Property24
Langata,3,1,45000,Property24
Langata,1,1,27000,Property24
Westlands,3,4,120000,Property24
Kilimani,2,2,55000,Property24
Ngong Rd,2,2,55000,Property24
Lavington,4,4,240000,Property24
Westlands,2,2,120000,Property24
Kilimani,2,2,120000,Property24
Kileleshwa,2,2,85000,Property24
Kilimani,1,1,50000,Property24
Kileleshwa,2,2,70000,Property24
Kilimani,3,3,70000,Property24
Westlands,3,3,95000,Property24
Westlands,1,1,210000,Property24
Westlands,3,3,80000,Property24
Westlands,2,2,115000,Property24
Kileleshwa,2,2,60000,Property24
Riverside,4,3,110000,Property24
Kilimani,2,2,80000,Property24
Kilimani,2,1,65000,Property24
Madaraka,3,1,45000,Property24
Kileleshwa,4,3,90000,Property24
Lavington,3,3,95000,Property24
Kilimani,3,3,70000,Property24
Parklands,3,3,130000,Property24
Westlands,3,4,150000,Property24
Ruaraka,2,2,100000,Property24
Riverside,2,2,230000,Property24
Lavington,2,2,80000,Property24
Kilimani,3,3,90000,Property24
Ngong Rd,1,1,25000,Property24
Ngong Rd,2,1,45000,Property24
Parklands,2,2,170000,Property24
Kilimani,2,4,98000,Property24
Lavington,5,5,350000,Property24
Kilimani,3,3,120000,Property24
Kileleshwa,4,4,120000,Property24
Lavington,3,2,65000,Property24
Westlands,3,4,85000,Property24
Kilimani,3,2,120000,Property24
Lavington,2,2,75000,Property24
Ngong Rd,1,1,90000,Property24
Kitisuru,1,1,22000,Property24
Ruaka,2,2,35000,Property24
Westlands,3,3,140000,Property24
Westlands,2,3,170000,Property24
Langata,1,1,26000,Property24
Westlands,2,2,70000,Property24
Kilimani,3,3,90000,Property24
Kilimani,3,3,95000,Property24
Kileleshwa,3,4,150000,Property24
Kilimani,2,2,65000,Property24
Lavington,3,2,100000,Property24
Lavington,3,3,120000,Property24
Mombasa Rd,3,3,90000,Property24
Lavington,3,4,120000,Property24
Garden Estate,3,3,180000,Property24
Riverside,1,1,110000,Property24
Kilimani,2,3,90000,Property24
Westlands,4,4,480000,Property24
Lavington,3,3,150000,Property24
Riverside,3,4,350000,Property24
Lavington,1,1,60000,Property24
Ruaka,1,1,35000,Property24
Westlands,2,2,150000,Property24
Lavington,3,3,96000,Property24
Lavington,3,2,85000,Property24
Mountain View,2,2,38000,Property24
Ngong Rd,2,2,45000,Property24
Westlands,2,2,85000,Property24
Kilimani,3,4,100000,Property24
Lavington,3,3,85000,Property24
Kilimani,3,2,150000,Property24
Westlands,3,3,180000,Property24
Westlands,3,2,85000,Property24
Westlands,4,3,100000,Property24
Loresho,3,3,65000,Property24
Kileleshwa,2,3,75000,Property24
Kilimani,3,3,95000,Property24
Westlands,3,3,250000,Property24
Kilimani,2,2,65000,Property24
Westlands,2,2,170000,Property24
Ruaka,3,2,56000,Property24
Parklands,4,4,190000,Property24
Westlands,2,2,200000,Property24
Ruaka,1,1,28000,Property24
Kilimani,1,1,50000,Property24
Westlands,2,2,215000,Property24
Langata,1,1,25000,Property24
Langata,3,1,70000,Property24
Westlands,1,1,110000,Property24
Lavington,3,3,11500000,Property24
Syokimau,3,1,40000,Property24
Kilimani,3,3,90000,Property24
Lower Kabete,1,1,25000,Property24
Kilimani,3,4,90000,Property24
Kileleshwa,2,2,75000,Property24
Lavington,3,3,110000,Property24
Kilimani,3,2,50000,Property24
Langata,2,1,38000,Property24
Kilimani,2,2,70000,Property24
Kileleshwa,2,2,100000,Property24
Woodley,2,2,58000,Property24
Kileleshwa,3,3,150000,Property24
Westlands,2,2,90000,Property24
Parklands,2,1,40000,Property24
Kileleshwa,2,3,80000,Property24
Kilimani,2,2,85000,Property24
Riverside,3,4,180000,Property24
Westlands,3,3,200000,Property24
Kilimani,2,2,95000,Property24
Westlands,4,4,140000,Property24
Lower Kabete,4,4,155000,Property24
Lavington,5,5,280000,Property24
Thigiri,2,2,90000,Property24
Westlands,3,4,160000,Property24
Lavington,3,3,100000,Property24
Kileleshwa,3,2,80000,Property24
Westlands,2,2,270000,Property24
Westlands,4,4,250000,Property24
Lavington,3,3,140000,Property24
Kilimani,2,3,55000,Property24
Parklands,4,4,90000,Property24
Lavington,3,4,80000,Property24
Lavington,2,2,80000,Property24
Westlands,2,2,65000,Property24
Riverside,3,2,150000,Property24
Riverside,1,2,85000,Property24
Kilimani,2,2,60000,Property24
Lavington,2,2,75000,Property24
Kilimani,2,2,65000,Property24
Kilimani,1,2,55000,Property24
Ruaraka,2,2,180000,Property24
Lavington,2,2,85000,Property24
Spring Valley,4,4,400000,Property24
Kilimani,4,4,170000,Property24
Kilimani,3,3,75000,Property24
Lavington,2,2,70000,Property24
Kileleshwa,3,4,120000,Property24
Lavington,3,3,120000,Property24
Ruaka,2,1,30000,Property24
Kilimani,3,2,80000,Property24
Parklands,2,3,80000,Property24
Kileleshwa,2,1,70000,Property24
Westlands,3,3,200000,Property24
Parklands,3,3,80000,Property24
Kilimani,3,3,115000,Property24
Spring Valley,4,4,300000,Property24
Lower Kabete,3,3,135000,Property24
Westlands,4,4,160000,Property24
Kilimani,2,3,200000,Property24
Parklands,3,4,150000,Property24
Ngong Rd,3,2,55000,Property24
Kileleshwa,1,1,130000,Property24
Kitisuru,1,1,27500,Property24
Westlands,3,3,250000,Property24
Parklands,3,3,120000,Property24
Riverside,3,3,150000,Property24
Westlands,4,4,180000,Property24
Kilimani,2,2,90000,Property24
Westlands,2,2,200000,Property24
Kilimani,3,3,100000,Property24
Langata,3,2,50000,Property24
Westlands,2,2,230000,Property24
Kileleshwa,2,2,80000,Property24
Lavington,3,4,100000,Property24
Kilimani,2,3,200000,Property24
Westlands,3,2,160000,Property24
Riverside,3,3,250000,Property24
Westlands,1,1,90000,Property24
Lavington,2,2,55000,Property24
Westlands,1,1,120000,Property24
Ruaka,1,1,18000,Property24
Westlands,3,1,75000,Property24
Muthaiga,3,4,250000,Property24
Kileleshwa,3,3,90000,Property24
Lavington,3,3,150000,Property24
Kileleshwa,3,3,85000,Property24
Westlands,2,2,180000,Property24
Westlands,3,4,160000,Property24
Kileleshwa,2,2,65000,Property24
Kitisuru,1,1,22000,Property24
Kilimani,2,2,100000,Property24
Westlands,1,1,180000,Property24
Westlands,4,3,100000,Property24
Westlands,2,2,70000,Property24
Ngong Rd,3,2,60000,Property24
Loresho,5,5,170000,Property24
Ngong Rd,2,2,75000,Property24
Kileleshwa,3,3,120000,Property24
Kileleshwa,2,2,75000,Property24
Kileleshwa,2,3,71000,Property24
Ngong Rd,3,1,65000,Property24
Westlands,4,4,160000,Property24
Westlands,2,2,200000,Property24
Riverside,2,2,75000,Property24
Westlands,1,1,120000,Property24
Westlands,2,3,90000,Property24
Kileleshwa,1,1,145000,Property24
Kileleshwa,3,4,120000,Property24
Westlands,2,2,150000,Property24
Westlands,2,2,160000,Property24
Ruaka,2,3,40000,Property24
Lavington,3,3,90000,Property24
Westlands,3,3,250000,Property24
Kilimani,3,3,90000,Property24
Syokimau,2,2,32500,Property24
Parklands,3,3,130000,Property24
Lavington,3,3,140000,Property24
South B,1,1,27000,Property24
Spring Valley,4,4,250000,Property24
Lavington,3,3,75000,Property24
Kilimani,2,2,90000,Property24
Uthiru,3,2,55000,Property24
Westlands,3,3,250000,Property24
Upper Hill,4,3,130000,Property24
Lavington,3,4,110000,Property24
Lavington,2,2,68000,Property24
Kileleshwa,2,3,80000,Property24
Westlands,3,3,85000,Property24
Riverside,4,3,115000,Property24
Kileleshwa,3,3,120000,Property24
South B,1,1,27000,Property24
Spring Valley,3,3,180000,Property24
Westlands,2,2,45000,Property24
Kilimani,2,1,48000,Property24
Kileleshwa,2,3,100000,Property24
Kileleshwa,4,4,300000,Property24
Ruaka,2,2,35000,Property24
Westlands,2,2,285000,Property24
Kileleshwa,2,2,95000,Property24
Parklands,3,4,130000,Property24
Ngong Rd,2,2,45000,Property24
Westlands,4,4,190000,Property24
Westlands,3,3,120000,Property24
Kileleshwa,2,3,70000,Property24
Parklands,3,3,130000,Property24
Westlands,3,3,110000,Property24
Riverside,3,3,130000,Property24
Westlands,2,2,75000,Property24
Kileleshwa,2,1,55000,Property24
Ridgeways,3,2,65000,Property24
Kilimani,3,3,265000,Property24
Westlands,2,2,115000,Property24
Lavington,3,4,110000,Property24
Parklands,3,3,170000,Property24
Westlands,2,2,180000,Property24
Nairobi CBD,3,2,55000,Property24
Westlands,4,5,450000,Property24
Kileleshwa,5,5,63000,Property24
Lavington,2,2,65000,Property24
Kilimani,3,3,75000,Property24
Valley Arcade,3,2,160000,Property24
Kileleshwa,3,2,220000,Property24
Westlands,2,3,250000,Property24
Kilimani,2,2,80000,Property24
Hurlingham,2,2,70000,Property24
Kileleshwa,4,3,70000,Property24
Westlands,3,3,150000,Property24
Ruaka,3,2,60000,Property24
Mountain View,3,4,90000,Property24
Ruaka,4,3,70000,Property24
Lavington,2,3,120000,Property24
Gigiri,2,2,250000,Property24
Ngong Rd,1,1,45000,Property24
Westlands,3,3,150000,Property24
Westlands,3,3,90000,Property24
Kilimani,4,4,120000,Property24
Kileleshwa,3,3,110000,Property24
Kilimani,4,4,140000,Property24
Riverside,2,2,120000,Property24
Westlands,3,3,150000,Property24
Kilimani,3,1,80000,Property24
Syokimau,2,2,25000,Property24
Ngong Rd,2,1,45000,Property24
Westlands,3,3,90000,Property24
Kileleshwa,4,4,150000,Property24
Kilimani,3,2,100000,Property24
Spring Valley,3,3,180000,Property24
Kitisuru,1,1,140000,Property24
Ruaka,3,2,80000,Property24
Westlands,2,2,250000,Property24
Westlands,3,2,90000,Property24
Westlands,2,2,165000,Property24
Kasarani,3,2,146000,Property24
Kilimani,3,2,100000,Property24
Kileleshwa,2,2,150000,Property24
Imara Daima,2,1,26000,Property24
Kilimani,2,2,80000,Property24
Riverside,3,3,150000,Property24
Kilimani,3,2,70000,Property24
Ngong Rd,1,1,90000,Property24
Kileleshwa,2,2,150000,Property24
Kileleshwa,2,2,75000,Property24
Riverside,3,4,250000,Property24
Ruaka,3,2,65000,Property24
Lavington,3,3,100000,Property24
Lavington,2,2,55000,Property24
Lavington,3,3,75000,Property24
Lavington,3,3,90000,Property24
Westlands,4,5,300000,Property24
Westlands,4,4,300000,Property24
Lavington,4,5,130000,Property24
Ruaka,1,1,20000,Property24
Kileleshwa,3,3,150000,Property24
Westlands,3,3,130000,Property24
Lavington,3,3,95000,Property24
Upper Hill,2,2,200000,Property24
Ngong Rd,2,2,45000,Property24
Westlands,2,2,100000,Property24
Westlands,4,4,200000,Property24
Riverside,3,3,180000,Property24
Riverside,2,3,120000,Property24
Kilimani,3,4,10000000,Property24
Kilimani,2,1,55000,Property24
Riverside,4,4,230000,Property24
Parklands,2,2,65000,Property24
Riverside,3,2,90000,Property24
Westlands,2,3,230000,Property24
Lavington,4,5,220000,Property24
Westlands,2,3,160000,Property24
Lavington,3,2,86000,Property24
Syokimau,1,1,75000,Property24
Westlands,3,3,170000,Property24
Kilimani,4,5,85000,Property24
Kileleshwa,3,3,80000,Property24
Kilimani,2,2,70000,Property24
Kileleshwa,4,3,140000,Property24
Lavington,3,3,95000,Property24
Lavington,3,3,75000,Property24
Westlands,4,4,180000,Property24
Lavington,2,2,200000,Property24
Ruaraka,3,3,145000,Property24
Rosslyn,3,3,300000,Property24
Valley Arcade,2,2,85000,Property24
Westlands,2,2,180000,Property24
Kilimani,3,3,120000,Property24
Kileleshwa,3,3,130000,Property24
Westlands,3,3,140000,Property24
Kilimani,3,4,100000,Property24
Westlands,4,4,29000000,Property24
Riverside,2,2,250000,Property24
Lavington,1,1,120000,Property24
Kilimani,4,5,140000,Property24
Lavington,3,3,135000,Property24
Kitisuru,1,1,140000,Property24
Mountain View,3,2,50000,Property24
Ngong Rd,1,1,40000,Property24
Kilimani,3,3,100000,Property24
Westlands,3,3,100000,Property24
Lavington,3,1,75000,Property24
Langata,2,2,45000,Property24
Pangani,3,2,50000,Property24
Westlands,4,4,150000,Property24
Kilimani,5,6,180000,Property24
Kilimani,2,2,55000,Property24
Muthaiga,2,2,160000,Property24
Lavington,3,3,55000,Property24
Westlands,3,3,70000,Property24
Ruaka,1,1,25000,Property24
Thigiri,2,2,100000,Property24
Riverside,3,4,250000,Property24
Westlands,3,3,130000,Property24
Westlands,1,1,100000,Property24
Kileleshwa,2,2,90000,Property24
Kileleshwa,3,3,100000,Property24
Parklands,3,3,130000,Property24
Westlands,5,5,350000,Property24
Ngong Rd,1,1,35000,Property24
Westlands,2,2,90000,Property24
Kileleshwa,2,2,110000,Property24
Ngong Rd,1,1,25000,Property24
Westlands,2,3,250000,Property24
Hurlingham,1,1,150000,Property24
Kileleshwa,2,2,65000,Property24
Parklands,3,4,44000000,Property24
Kileleshwa,4,4,150000,Property24
Kileleshwa,4,4,300000,Property24
Kileleshwa,3,3,130000,Property24
Kileleshwa,1,1,47500,Property24
Karen,5,5,350000,Property24
Westlands,3,4,350000,Property24
Kilimani,3,2,110000,Property24
Westlands,3,3,250000,Property24
Riverside,3,3,120000,Property24
Westlands,4,4,180000,Property24
Kileleshwa,4,5,150000,Property24
Kileleshwa,4,5,100000,Property24
Riverside,1,1,80000,Property24
Kilimani,3,3,80000,Property24
Westlands,3,3,180000,Property24
Kilimani,3,3,160000,Property24
Westlands,4,4,170000,Property24
Kilimani,3,3,100000,Property24
Parklands,2,2,60000,Property24
Ngong Rd,1,1,25000,Property24
Riverside,3,4,160000,Property24
Lavington,4,5,130000,Property24
Westlands,2,2,90000,Property24
Kileleshwa,2,2,70000,Property24
Kilimani,3,3,100000,Property24
Kileleshwa,2,2,100000,Property24
Peponi,1,1,275000,Property24
Westlands,2,2,125000,Property24
Spring Valley,2,2,160000,Property24
Kilimani,2,2,75000,Property24
Lavington,2,2,65000,Property24
Riverside,3,4,350000,Property24
Riverside,4,3,110000,Property24
Kilimani,3,3,100000,Property24
Kilimani,2,3,80000,Property24
Westlands,2,2,85000,Property24
Westlands,3,4,90000,Property24
Kileleshwa,2,2,100000,Property24
Kileleshwa,2,2,70000,Property24
Kileleshwa,4,5,100000,Property24
Kileleshwa,2,3,70000,Property24
Westlands,4,4,160000,Property24
Kitisuru,2,2,200000,Property24
Kilimani,4,5,140000,Property24
Lavington,3,3,80000,Property24
Kilimani,3,3,160000,Property24
Kileleshwa,1,1,65000,Property24
Kilimani,3,3,120000,Property24
Kilimani,2,2,65000,Property24
Kilimani,3,3,80000,Property24
Kileleshwa,3,3,120000,Property24
Kilimani,3,1,85000,Property24
Lavington,3,3,120000,Property24
Riverside,4,3,90000,Property24
Kileleshwa,3,3,150000,Property24
Kilimani,3,3,100000,Property24
Lavington,2,2,150000,Property24
Westlands,4,4,150000,Property24
Westlands,3,2,90000,Property24
Kilimani,3,2,130000,Property24
Westlands,2,3,140000,Property24
Ngong Rd,2,1,25000,Property24
Kileleshwa,2,3,75000,Property24
Kilimani,3,3,95000,Property24
Westlands,2,2,75000,Property24
Ngong Rd,2,1,50000,Property24
Ngara,1,1,30000,Property24
Westlands,3,3,150000,Property24
Ngong Rd,2,1,30000,Property24
Westlands,3,4,170000,Property24
Kilimani,2,2,55000,Property24
Lavington,2,1,140000,Property24
Rosslyn,4,4,300000,Property24
Ngong Rd,3,1,55000,Property24
Westlands,4,4,260000,Property24
Kilimani,2,2,80000,Property24
Kileleshwa,4,4,180000,Property24
Kileleshwa,1,1,50000,Property24
Langata,2,1,38000,Property24
Riverside,4,4,450000,Property24
Westlands,4,3,120000,Property24
South B,1,1,40000,Property24
Westlands,3,3,130000,Property24
Westlands,4,4,180000,Property24
Westlands,2,2,150000,Property24
Lavington,3,3,130000,Property24
Lavington,3,3,135000,Property24
Kilimani,3,3,100000,Property24
Kilimani,4,3,85000,Property24
Riverside,3,3,150000,Property24
Westlands,1,2,130000,Property24
Westlands,4,4,175000,Property24
Ngong Rd,1,2,45000,Property24
Lavington,2,2,140000,Property24
Kilimani,3,3,180000,Property24
Ngong Rd,1,1,25000,Property24
Kileleshwa,4,5,150000,Property24
Kileleshwa,3,3,85000,Property24
Kilimani,3,3,130000,Property24
Kilimani,3,4,21500000,Property24
Westlands,2,2,115000,Property24
Westlands,4,3,95000,Property24
Kileleshwa,3,4,150000,Property24
Kileleshwa,3,3,24000000,Property24
Valley Arcade,3,2,90000,Property24
Kileleshwa,3,2,130000,Property24
Lavington,3,3,150000,Property24
Westlands,3,3,2400,Property24
Westlands,3,3,50000,Property24
Uthiru,2,1,12000,Property24
Kileleshwa,4,5,100000,Property24
Westlands,2,2,120000,Property24
Lavington,3,3,250000,Property24
Westlands,3,2,90000,Property24
Kileleshwa,3,4,100000,Property24
Muthaiga,4,4,320000,Property24
Westlands,2,2,60000,Property24
Westlands,4,4,100000,Property24
Westlands,3,3,95000,Property24
Westlands,2,3,140000,Property24
Kilimani,3,2,130000,Property24
Kilimani,3,4,80000,Property24
Riverside,4,5,110000,Property24
Kilimani,2,2,70000,Property24
Spring Valley,4,4,160000,Property24
Kilimani,3,4,120000,Property24
Kilimani,3,3,80000,Property24
Syokimau,3,2,42500,Property24
Westlands,2,2,90000,Property24
Lavington,3,3,130000,Property24
Westlands,2,2,230000,Property24
Kileleshwa,6,7,160000,Property24
Lavington,4,5,140000,Property24
Parklands,3,3,90000,Property24
Milimani,1,1,67000,Property24
Lavington,3,4,110000,Property24
Westlands,3,3,150000,Property24
Kileleshwa,2,2,85000,Property24
Kilimani,2,2,70000,Property24
Westlands,4,4,110000,Property24
Westlands,3,3,150000,Property24
Kilimani,4,4,450000,Property24
Parklands,4,4,130000,Property24
Kitisuru,1,1,23000,Property24
Ngong Rd,2,1,30000,Property24
Kilimani,4,5,90000,Property24
Loresho,2,2,70000,Property24
Gigiri,3,2,150000,Property24
Lavington,4,5,140000,Property24
Kileleshwa,2,3,65000,Property24
Kilimani,3,3,100000,Property24
Lavington,3,3,100000,Property24
Riverside,3,4,200000,Property24
Lavington,4,5,150000,Property24
Kilimani,3,3,200000,Property24
Lavington,4,5,140000,Property24
Riverside,4,4,450000,Property24
Lavington,3,3,100000,Property24
Kileleshwa,2,1,55000,Property24
Kilimani,4,4,110000,Property24
Ruaka,2,1,35000,Property24
Westlands,4,4,230000,Property24
Ruaka,1,1,18000,Property24
Lavington,3,3,95000,Property24
Donholm,3,2,60000,Property24
Kilimani,3,3,70000,Property24
Lavington,3,3,85000,Property24
Riverside,3,3,150000,Property24
Langata,2,1,12000,Property24
Westlands,4,4,180000,Property24
Westlands,4,5,280000,Property24
Langata,3,1,65000,Property24
Westlands,3,3,150000,Property24
Riverside,3,3,180000,Property24
Kilimani,3,2,80000,Property24
Westlands,4,4,140000,Property24
Westlands,2,2,220000,Property24
Kilimani,3,4,150000,Property24
Westlands,3,3,220000,Property24
Lavington,3,2,70000,Property24
Ngong Rd,3,1,55000,Property24
Kileleshwa,2,3,75000,Property24
Riverside,3,3,350000,Property24
Riverside,3,3,180000,Property24
Lavington,2,2,60000,Property24
Kilimani,3,3,80000,Property24
Westlands,4,4,140000,Property24
Kilimani,3,4,100000,Property24
Kilimani,3,3,140000,Property24
Spring Valley,3,3,350000,Property24
Westlands,3,3,200000,Property24
Kileleshwa,6,7,160000,Property24
Riverside,4,5,110000,Property24
Kileleshwa,3,4,85000,Property24
Westlands,1,1,100000,Property24
Kileleshwa,3,2,75000,Property24
Westlands,3,3,165000,Property24
Westlands,3,3,140000,Property24
Riverside,3,4,240000,Property24
Kileleshwa,3,3,140000,Property24
Ngong Rd,3,1,55000,Property24
Kileleshwa,3,2,75000,Property24
Westlands,2,2,250000,Property24
Westlands,1,2,200000,Property24
Kileleshwa,4,5,150000,Property24
Ngong Rd,2,2,45000,Property24
Lavington,3,2,100000,Property24
Westlands,3,3,280000,Property24
Kilimani,3,3,115000,Property24
Parklands,3,3,120000,Property24
Riverside,4,4,165000,Property24
Nyari,2,2,180000,Property24
Spring Valley,3,3,350000,Property24
Ngong Rd,2,1,40000,Property24
Westlands,3,3,160000,Property24
Westlands,4,4,225000,Property24
Kileleshwa,2,3,75000,Property24
Westlands,3,3,150000,Property24
Kileleshwa,3,3,95000,Property24
Lavington,3,3,95000,Property24
Lavington,2,2,120000,Property24
Parklands,4,1,70000,Property24
Ngong Rd,2,1,29500,Property24
Riverside,4,5,110000,Property24
Riverside,3,3,135000,Property24
Kilimani,3,3,110000,Property24
South B,2,2,35000,Property24
Westlands,2,2,200000,Property24
Westlands,1,1,100000,Property24
Hurlingham,3,4,80000,Property24
Kileleshwa,1,1,105000,Property24
Kileleshwa,3,2,120000,Property24
Westlands,2,2,230000,Property24
Parklands,3,3,130000,Property24
Kilimani,2,2,70000,Property24
Ruaka,1,1,23000,Property24
Parklands,4,5,130000,Property24
Riverside,3,3,150000,Property24
Spring Valley,2,3,170000,Property24
Westlands,4,5,165000,Property24
Kileleshwa,3,3,100000,Property24
Kileleshwa,2,3,70000,Property24
Ngong Rd,2,2,45000,Property24
Westlands,3,3,80000,Property24
Kilimani,3,3,130000,Property24
South B,2,3,45000,Property24
Westlands,3,3,330000,Property24
Lavington,4,4,120000,Property24
Lavington,2,2,65000,Property24
Ngong Rd,1,1,35000,Property24
Kilimani,4,4,140000,Property24
Hurlingham,3,4,160000,Property24
Westlands,3,4,220000,Property24
Kilimani,3,3,85000,Property24
Kileleshwa,2,2,65000,Property24
Kileleshwa,3,3,160000,Property24
Westlands,3,3,120000,Property24
Ruaka,2,2,27500,Property24
Ngong Rd,2,1,50000,Property24
Kilimani,2,3,80000,Property24
Kilimani,3,3,120000,Property24
Lavington,3,2,90000,Property24
Lavington,3,3,80000,Property24
Kileleshwa,3,3,180000,Property24
Westlands,3,3,150000,Property24
Kilimani,3,3,180000,Property24
Lavington,4,4,200000,Property24
Westlands,3,3,100000,Property24
Lavington,3,3,80000,Property24
Hurlingham,3,4,80000,Property24
Westlands,2,2,160000,Property24
Lavington,5,5,160000,Property24
Westlands,4,4,190000,Property24
Kilimani,2,2,210000,Property24
Kilimani,3,4,80000,Property24
Kileleshwa,3,3,150000,Property24
Kileleshwa,3,3,90000,Property24
Kilimani,3,4,80000,Property24
Ruaka,2,2,4500,Property24
Kilimani,2,2,85000,Property24
Lavington,5,5,220000,Property24
Westlands,2,3,125000,Property24
Kilimani,2,2,95000,Property24
Lavington,2,2,80000,Property24
Kilimani,3,3,180000,Property24
Kilimani,3,2,75000,Property24
Riverside,4,4,200000,Property24
Westlands,2,2,120000,Property24
Kileleshwa,3,3,70000,Property24
Lavington,4,4,160000,Property24
Kileleshwa,3,3,150000,Property24
Kilimani,4,4,100000,Property24
Riverside,2,2,260000,Property24
Kilimani,3,3,180000,Property24
Kileleshwa,3,4,70000,Property24
Ngong Rd,2,1,45000,Property24
Ngong Rd,2,1,35000,Property24
Westlands,2,2,63000,Property24
Kileleshwa,4,4,140000,Property24
Lavington,3,3,120000,Property24
Westlands,2,3,90000,Property24
Riverside,3,2,120000,Property24
Parklands,4,4,150000,Property24
Westlands,2,2,160000,Property24
Westlands,4,4,450000,Property24
Kilimani,3,1,75000,Property24
Kilimani,3,2,60000,Property24
Westlands,2,2,160000,Property24
Westlands,2,2,200000,Property24
Parklands,1,1,35000,Property24
Westlands,2,3,200000,Property24
Riverside,3,3,170000,Property24
Lavington,3,3,100000,Property24
Lavington,3,3,100000,Property24
